,Song Name,Song id,Notes,Difficulty,Level,4.5/7s,6/9s,7.5/11s,7.5/12s
232,Nothing but You,331,930,MASTER+,29,0.620986806985436,0.6283840463662026,0.679097079234349,0.6148097308014961
233,-LEGNE- \n仇なす剣 光の旋律,24,948,MASTER+,30,0.6278989735763248,0.6244576113953987,0.6273004758057293,0.5774007241823034
234,Yes! Party Time!!,334,976,MASTER+,29,0.618605394721545,0.6672189280316257,0.6268893151959091,0.597241599813976
235,私色ギフト,337,750,MASTER+,27,0.6516312056737599,0.6378250591016558,0.6614657210401903,0.6142789598108738
236,桜の頃,327,586,LEGACY,29,0.5895238786822548,0.6571781279500395,0.6310362355674962,0.5774211507273733
237,Nothing but You,331,845,LEGACY,29,0.6299047379243795,0.634688824541526,0.6779134667841717,0.608166519786816
238,Yes! Party Time!!,334,974,LEGACY,29,0.6188562191445682,0.6674967597244689,0.6281765622496994,0.5964291435478478
239,冬空プレシャス,348,681,MASTER,26,0.622988721217233,0.663813124212412,0.6492329802855628,0.589558534070671
240,こいかぜ -花葉-,349,432,MASTER,25,0.6056277909114796,0.661281849225112,0.6488048332019967,0.568689256632519
241,Happy New Yeah!,350,736,MASTER,26,0.6447540857230971,0.6512102991057667,0.6413814369411044,0.5900208140610542
242,With Love,333,741,MASTER+,28,0.6382978723404262,0.656291574544655,0.6650970032828952,0.5773298494463099
243,リトルリドル,335,851,MASTER+,29,0.6167129201356782,0.6725504412830976,0.6333808368961014,0.5990449283696293
244,Take me☆Take you,338,870,MASTER+,28,0.6639765223771102,0.6286785685171613,0.6646286785685186,0.61107035134915
245,美に入り彩を穿つ,351,830,MASTER,27,0.6236007861232173,0.6437665555840392,0.6435956592326763,0.6118943860548585
246,With Love,333,741,LEGACY,28,0.6382978723404262,0.656291574544655,0.6650970032828952,0.5773298494463099
247,リトルリドル,335,770,LEGACY,29,0.6106659298148663,0.6748641429492509,0.6227318780510273,0.5973104909275121
248,Take me☆Take you,338,856,LEGACY,27,0.6637336780009289,0.6257871014780952,0.663485119639426,0.6164247365281387
249,always,557,434,MASTER,25,0.6373173840572612,0.624407621662255,0.7115076641500804,0.600549073438573
250,always,557,632,MASTER+,28,0.61899631923871,0.6270760391417531,0.6896938683903393,0.6266271658138066
251,always,353,434,MASTER,25,0.6373173840572612,0.624407621662255,0.7115076641500804,0.600549073438573
252,追い風Running,87,744,MASTER,27,0.6312438038587666,0.6531686113017627,0.703690993670405,0.6065545641729572
253,Frost,354,483,MASTER,25,0.6070217171049738,0.6368295082448646,0.6148040468114476,0.5736898521357356
254,ツインテールの風,355,652,MASTER,26,0.6696253752773781,0.6786537875821259,0.6778923552190743,0.5643301570726181
255,Kawaii \nmake MY day!,336,832,MASTER+,29,0.6254262138570662,0.6498908892525931,0.6599495362793246,0.6104234860883813
256,あんずのうた,15,998,MASTER+,30,0.6400744751915184,0.6779516479768058,0.6429170397532669,0.6606120041501455
257,双翼の独奏歌,340,918,MASTER+,30,0.6593117940635685,0.6636381897124511,0.6827206848066274,0.6177474930082368
258,ヴィーナス\nシンドローム,32,891,MASTER+,28,0.6431533618294861,0.6689431748533421,0.6407654161791289,0.6150552013436187
259,Twin☆くるっ★テール,342,933,MASTER+,30,0.6502322257949277,0.6523606455192971,0.660266204495528,0.6410344119860455
260,Romantic Now,33,835,MASTER+,29,0.6088249033847213,0.6446681105873374,0.6334564912727747,0.5573533783496841
261,Kawaii \nmake MY day!,336,830,LEGACY,29,0.6241134751773063,0.6468426899085721,0.6656412885584904,0.6124925232846297
262,双翼の独奏歌,340,915,LEGACY,30,0.6573654226252775,0.6637987830872398,0.680851063829789,0.6178351354493677
263,Twin☆くるっ★テール,342,918,LEGACY,30,0.6467961495078737,0.6508907739612795,0.6623248196047544,0.6393022141874893
264,キラッ ! 満開スマイル,356,775,MASTER,26,0.6193548387096787,0.6309768931594611,0.703729123770306,0.618073667353009
265,Vast world,357,570,MASTER,25,0.6328231927336068,0.6711459499813357,0.6391688440960552,0.6191364937165604
266,Tulip\n（SP VERSION）,352,855,MASTER,27,0.6465098917506548,0.6370536269752409,0.6503255775372256,0.5952469827049913
267,イリュージョニスタ !,341,823,MASTER+,29,0.6387287471023688,0.6804374240583245,0.6416586954835727,0.6164956093861769
268,ショコラ・ティアラ,34,787,MASTER+,28,0.6264024439698302,0.6355042490109688,0.663891066713529,0.6203646129029365
269,キミのそばでずっと,343,584,MASTER+,27,0.5853492664917902,0.6611289225687352,0.6484989798892441,0.55195278344506
270,You're stars \nshine on me,31,677,MASTER+,28,0.661659176383083,0.6874299422776751,0.6404978157704512,0.604565406413358
271,秋風に手を振って,345,791,MASTER+,29,0.6391944840447956,0.6691413149707275,0.6604441814383455,0.6263729366723166
272,TOKIMEKI\nエスカレート,37,937,MASTER+,30,0.6162719407797648,0.6877994504870695,0.6669088762233486,0.6410227298530864
273,イリュージョニスタ !,341,821,LEGACY,29,0.6378659479444733,0.6807992329022741,0.6409758035953407,0.6169608071803123
274,キミのそばでずっと,343,603,LEGACY,27,0.5888994742599057,0.6606447667101835,0.6527645460640049,0.5530268280347671
275,秋風に手を振って,345,790,LEGACY,29,0.6382080976748371,0.6709758506149583,0.6594846934195181,0.6253703204955575
276,Spring Screaming,358,729,MASTER,26,0.6320715251631988,0.6636896944225559,0.6862602029400046,0.6277909114788546
277,One Life,88,513,MASTER,25,0.6338738888197641,0.6562703053931125,0.6606942889137737,0.6080212351208996
278,桜の風,359,542,MASTER,26,0.6303158776268613,0.6504671429693015,0.6748056842270549,0.6105571694014812
279,Heart Voice,360,756,MASTER,27,0.6656910203009511,0.6722578708394323,0.6450523471800078,0.619816878682128
280,Halloween♥Code,344,936,MASTER+,29,0.638600957749895,0.6934594168636734,0.6776989755713169,0.6126113838879803
281,Naked Romance,40,898,MASTER+,29,0.6070226981945706,0.6416149362649873,0.6767600183228306,0.645563821889464
282,Trinity Field,346,938,MASTER+,30,0.6267295740144282,0.6717930106307374,0.6289978678038393,0.6169759107199576
283,Angel Breeze,44,663,MASTER+,27,0.6133735545500243,0.6638640180567581,0.6512414021800748,0.6244985719328637
284,冬空プレシャス,348,893,MASTER+,29,0.6249553262967305,0.6606942889137749,0.6678420814371846,0.6050209271481114
285,アップルパイ・\nプリンセス,51,834,MASTER+,28,0.616953245913908,0.6411041379662242,0.6616834192220706,0.6013061890912814
286,Halloween♥Code,344,911,LEGACY,29,0.6370522611735226,0.6962187916014678,0.6767561171185907,0.611828635043714
287,Trinity Field,346,933,LEGACY,30,0.6259834439351459,0.671668453018936,0.6281118636595149,0.6170896900868863
288,冬空プレシャス,348,884,LEGACY,29,0.6212092038124597,0.658675908988801,0.6683033278777977,0.6011520811270511
289,HARURUNRUN,361,742,MASTER,26,0.586970235705683,0.6032192081971293,0.6623845845042153,0.6118216053984811
290,Virgin Love,362,662,MASTER,25,0.6317627648861167,0.6403333976130776,0.6761157892481408,0.6065865312506684
291,祈りの花,89,675,MASTER,27,0.6258996585237712,0.6955608090359867,0.6782243236143951,0.5732597846073015
292,エチュードは1曲だけ,363,695,MASTER,26,0.6561559263227718,0.6486045206388075,0.672075105872749,0.6368692280218369
293,銀のイルカと熱い風,364,757,MASTER,26,0.6260247149535786,0.6278984794401206,0.6504773415029474,0.625087832710308
294,エヴリデイドリーム,52,729,MASTER+,28,0.6095983033203932,0.6187432507369466,0.6437459261204996,0.6058041230092706
295,恋が咲く季節,347,736,MASTER+,28,0.6301071538698738,0.6077513105149549,0.6693262411347531,0.5404910576626573
296,Bright Blue,53,500,MASTER+,26,0.6655319148936171,0.6721985815602834,0.6107801418439717,0.58113475177305
297,美に入り彩を穿つ,351,992,MASTER+,30,0.6337222603523232,0.6453757721345236,0.6510237931823399,0.6016214824982854
298,Rockin' Emotion,59,993,MASTER+,29,0.6199424339168514,0.658367437309394,0.6623670659153099,0.5885167805846612
299,Happy New Yeah!,350,970,MASTER+,29,0.6284272866856782,0.6644000877385401,0.6448051473276317,0.5969876434890704
300,恋が咲く季節,347,733,LEGACY,28,0.6286222944665372,0.6073360231439819,0.6694532330943479,0.5400907569204564
301,美に入り彩を穿つ,351,990,LEGACY,30,0.6325668027795697,0.6470377534207328,0.6494734579840981,0.600186259760729
302,Happy New Yeah!,350,971,LEGACY,29,0.6280722513165502,0.6640080052004596,0.6451636464564584,0.5968841071937256
303,SUN♡FLOWER,366,783,MASTER,26,0.6081356484878144,0.6497106056900646,0.7065025406918299,0.5996213870999888
304,凸凹スピードスター,367,856,MASTER,27,0.6284383906674633,0.6405348975939565,0.6570226022403419,0.6070623715781807
305,楽園,90,465,MASTER,24,0.6454663311217881,0.6219781895828572,0.6707847174559599,0.6228933119804781
306,ガールズ・イン・\nザ・フロンティア,571,663,MASTER,26,0.626851940994618,0.6754169207235537,0.658622423328305,0.6329493062909822
307,ガールズ・イン・\nザ・フロンティア,571,870,MASTER+,30,0.607483492296406,0.6906334067009064,0.649547566642212,0.6297383223281984
308,ガールズ・イン・\nザ・フロンティア,369,663,MASTER,26,0.626851940994618,0.6754169207235537,0.658622423328305,0.6329493062909822
309,夏色,803,579,MASTER,25,0.645647300922353,0.6434424723477744,0.6694104533372521,0.5945687722779551
310,クレイジークレイジー,368,681,MASTER,26,0.6605846637714662,0.6615219587381929,0.6801637141875218,0.5904958290373974
311,always,353,635,MASTER+,28,0.6206511420115031,0.6267939911766339,0.691126375160551,0.623778410677388
312,ツインテールの風,355,853,MASTER+,30,0.6279879939803623,0.6451156951269212,0.6701420934041732,0.5483358692308341
313,Vast world,357,872,MASTER+,28,0.6108074695816269,0.6687975795432385,0.6618843125772674,0.6099128115036776
314,always,353,632,LEGACY,28,0.61899631923871,0.6270760391417531,0.6896938683903393,0.6266271658138066
315,ツインテールの風,355,793,LEGACY,29,0.6244354413172003,0.6545750494128607,0.6748768032339719,0.5527979751907205
316,Vast world,357,869,LEGACY,28,0.6096515926841825,0.6709432052820169,0.6638428453672208,0.6116919259930317
317,サヨナラバス,804,543,MASTER,25,0.6382978723404253,0.6629834254143642,0.671081331713751,0.5856614813944077
318,Flip Flop \n～For SS3A rearrange Mix～,705,755,MASTER,27,0.662815274059463,0.6538913155793536,0.6459067211497829,0.6184772908740791
319,shabon song \n～For SS3A rearrange Mix～,703,861,MASTER,27,0.6186934209767643,0.6358267230088724,0.644393374024927,0.5959588471264667
320,輝く世界の魔法 \n-Magical Step Forward Remix-,708,716,MASTER,27,0.6347319624390827,0.655037838266176,0.6765323507270503,0.5782717223344812
321,LOVE & PEACH,805,598,MASTER,25,0.6552574776441555,0.655850470836594,0.6591712327142479,0.6012950971322845
322,Pretty Liar,370,732,MASTER,26,0.6163043057008877,0.6456613572065266,0.6553501530829754,0.599252024958337
323,キラッ ! 満開スマイル,356,926,MASTER+,29,0.6283412220639378,0.640442381630748,0.6866259209901522,0.6549178193404114
324,花簪 \nHANAKANZASHI,60,856,MASTER+,29,0.6542056074766371,0.6469145622058743,0.6763273016504292,0.5360575329754085
325,Frost,354,725,MASTER+,29,0.6335045243335783,0.6205918317437025,0.6749816581071179,0.6191244803130347
326,Hotel Moonside,63,779,MASTER+,27,0.6287384262420465,0.6114403809211671,0.6703447773559498,0.6080718142007843
327,Spring Screaming,358,902,MASTER+,29,0.6446666981176595,0.6588196442892876,0.6821720054724741,0.6030727618688194
328,お散歩カメラ,64,937,MASTER+,29,0.6621403755761943,0.6590370656312226,0.7087657152372526,0.6062051060802184
329,キラッ ! 満開スマイル,356,918,LEGACY,29,0.6284862250652831,0.6415426690770889,0.6905236483876466,0.6585392234119821
330,Frost,354,722,LEGACY,29,0.6320111589163281,0.6218934794994203,0.6736606353509764,0.6208129506296532
331,Spring Screaming,358,896,LEGACY,29,0.644313576494429,0.6577697568389073,0.683099037487337,0.6033118034447837
332,Lunatic Show \n～For SS3A rearrange Mix～,707,668,MASTER,27,0.6379793604280793,0.644986622499681,0.6567715632564651,0.6290610268824054
333,ドレミファクトリー !,371,534,MASTER,24,0.6390947485855443,0.6493213270645732,0.6636650994767177,0.6108056418838156
334,Nocturne \n～For SS3A rearrange Mix～,704,554,MASTER,26,0.636121565916481,0.6190951685997387,0.6932176050387889,0.6034769695573133
335,ゴキゲンParty Night \n-Dance!!!!!!!!!!!!!!! Remix-,709,716,MASTER,27,0.6407741986608032,0.6267086651610603,0.6683109473433979,0.5909505130948124
336,アンデッド・\nダンスロック,372,666,MASTER,26,0.642876919472663,0.6922880327135653,0.6566140608693796,0.6598087449151273
337,Near to You \n-PicoPico D'n'B Remix-,710,888,MASTER,27,0.633346112069518,0.6575458437160578,0.6961216535684636,0.6002012650948838
338,Starry-Go-Round,373,767,MASTER,27,0.6453253442074226,0.6372807382544141,0.7008978519977453,0.6444931435915939
339,Last Kiss,91,590,MASTER,25,0.6752013463156622,0.6690708017790591,0.6559682654165154,0.6427455222983524
340,あいくるしい \n～For SS3A rearrange Mix～,706,711,MASTER,26,0.6499685788670437,0.6521630706925615,0.645579595216008,0.6000937646507261
341,桜の風,359,696,MASTER+,29,0.6291269258987526,0.6402339610336674,0.6465517241379315,0.603855873481698
342,Heart Voice,360,919,MASTER+,29,0.6622215019409019,0.6854505745529768,0.6415391382862976,0.6373717963558918
343,エチュードは1曲だけ,363,817,MASTER+,28,0.6256239311787648,0.6500169275241555,0.664687448457861,0.620849501289097
344,この空の下,323,521,MASTER+,26,0.6395230122105606,0.6437429384299148,0.6310831597718516,0.5985488898871508
345,Virgin Love,362,904,MASTER+,28,0.6361011736647224,0.6386116864369562,0.6781522625996376,0.6150756291972652
346,Wonder goes on!!,339,993,MASTER+,29,0.6300129273710312,0.6742945297936633,0.6569389985215675,0.5858027468877904
347,桜の風,359,688,LEGACY,29,0.6304634669305621,0.640978063664852,0.6453076034966191,0.603661553686293
348,エチュードは1曲だけ,363,812,LEGACY,28,0.6293889529399447,0.6476435034762267,0.6639765223771112,0.6231003039513687
349,Virgin Love,362,885,LEGACY,28,0.6369355291100708,0.6415835236606977,0.6793284449252732,0.6124934888007386
350,Sunshine See May,376,521,MASTER,26,0.638842378949375,0.6389785056016115,0.612297681763112,0.5767686255291928
351,君への詩,374,520,MASTER,25,0.6174304418985274,0.6822149481723945,0.6260229132569557,0.650027277686852
352,HOT LIMIT,807,605,MASTER,25,0.6535373073090667,0.6243479280229755,0.6436902877908669,0.547799073911259
353,友達の唄,809,636,MASTER,25,0.6542441678933036,0.6621615593915865,0.6912663365894992,0.6076319193541186
354,おんなの道は星の道,92,448,MASTER,25,0.663785460992908,0.6561866767983795,0.662993920972645,0.6177178318135769
355,Trust me,375,840,MASTER,27,0.6247044917257693,0.6766295170550504,0.6632894292468777,0.5810536980749758
356,行くぜっ ! 怪盗少女,808,688,MASTER,26,0.6408749793831426,0.6729341909945581,0.6731403595579751,0.5922191984166245
357,HARURUNRUN,361,972,MASTER+,29,0.6339929369874224,0.6361818871669158,0.657195808890058,0.6135627353121457
358,メルヘンデビュー !,65,977,MASTER+,30,0.6745210769688662,0.6788765725153726,0.6680604252415494,0.6065027548509346
359,ガールズ・イン・\nザ・フロンティア,369,879,MASTER+,30,0.6093320101017448,0.6920339844600989,0.6448333454360624,0.6295032233598794
360,2nd SIDE,66,783,MASTER+,29,0.6386601813356535,0.6581342898290826,0.6501634919340973,0.6070487215021344
361,銀のイルカと熱い風,364,999,MASTER+,30,0.6256611221150237,0.6533483838448394,0.6679729374764845,0.6111075614621728
362,熱血乙女A,67,927,MASTER+,28,0.6448774740450032,0.656200509536598,0.6423527431583632,0.6070830177419738
363,HARURUNRUN,361,970,LEGACY,29,0.6328873290926389,0.636177524310888,0.6575272355048638,0.613657965928202
364,ガールズ・イン・\nザ・フロンティア,369,870,LEGACY,30,0.607483492296406,0.6906334067009064,0.649547566642212,0.6297383223281984
365,銀のイルカと熱い風,364,989,LEGACY,29,0.6301945514130622,0.6560104410931613,0.669563783175212,0.6130556690976643
366,Palette,377,765,MASTER,26,0.6286561906086324,0.6389468316877587,0.6446020488573695,0.6016780234552451
367,虹,810,578,MASTER,24,0.5990331051068736,0.6336351812314407,0.6628383518613945,0.6398930035092882
368,心もよう,365,378,MASTER,21,0.6600622912679652,0.6548088108371799,0.660812788472363,0.6114675972832
369,スパイスパラダイス,380,607,MASTER,25,0.6499818897729789,0.6330400644957751,0.6679752766191117,0.5837335109303978
370,凸凹スピードスター,367,1077,MASTER+,31,0.6264446156581535,0.6505462375787763,0.6760307394456647,0.586077691512411
371,き・ま・ぐ・れ☆\nCafé au lait !,68,724,MASTER+,27,0.6331060695113834,0.6526977783002238,0.665530347556915,0.5875553465773277
372,Pretty Liar,370,866,MASTER+,29,0.6113540694150992,0.6661425318985157,0.6411642343537595,0.6157764565213842
373,薄荷 -ハッカ-,69,457,MASTER+,26,0.6255722643822653,0.681595977466363,0.6595589490510114,0.602604093921195
374,SUN♡FLOWER,366,998,MASTER+,29,0.623800793075514,0.6454042837447962,0.6848448670390435,0.5844312738953099
375,毒茸伝説,70,980,MASTER+,30,0.6410479085251128,0.6642061079751064,0.6923577941815049,0.612751483572153
376,凸凹スピードスター,367,1077,LEGACY,31,0.6236130043396102,0.6517315632470035,0.675635630889589,0.5913458055934213
377,Pretty Liar,370,865,LEGACY,29,0.6109129668347486,0.6668306481367617,0.640675603656788,0.6164883368179408
378,SUN♡FLOWER,366,995,LEGACY,29,0.6247549805766432,0.646352329020993,0.6855554367582604,0.5861220998610086
379,義勇忍侠花吹雪,379,757,MASTER,26,0.6080365758827774,0.6393284428080238,0.6433570364540887,0.582084937744174
380,谷の底で咲く花は,93,475,MASTER,25,0.6117207913400529,0.6763717805151179,0.6333706606942892,0.5758865248226955
381,Needle Light,378,766,MASTER,26,0.6030220543303147,0.6483899042645794,0.6672777438290481,0.5637649760198502
382,Fascinate,381,698,MASTER,26,0.6422605620923003,0.6772135178524261,0.6609563291267865,0.5902375581702528
383,Nebula Sky,39,531,MASTER,25,0.6209346743064736,0.6767640341387181,0.6875826421444882,0.6404348813292194
384,スターラブレイション,811,704,MASTER,26,0.6460549645390067,0.6484727595099942,0.6659010315925213,0.6073702450032229
385,ツバサ,812,565,MASTER,24,0.643946526077951,0.6494696541768652,0.6587585514341295,0.589593924559091
386,未完成の歴史,382,523,MASTER,25,0.6452137830031323,0.6365349931518921,0.6765387901224522,0.6119902906038541
387,クレイジークレイジー,368,983,MASTER+,29,0.6786288897065733,0.6673015735590148,0.663261256971351,0.5818055886236236
388,秘密のトワレ,71,947,MASTER+,30,0.6739460932994842,0.6617388243576219,0.661214585814106,0.5771866364106155
389,アンデッド・\nダンスロック,372,888,MASTER+,29,0.613219602581306,0.6747172704619526,0.6357421251038278,0.6559485016931837
390,小さな恋の密室事件,72,880,MASTER+,30,0.6424887169568034,0.6193584784010328,0.6593326885880099,0.6017085751128313
391,ドレミファクトリー !,371,883,MASTER+,28,0.632916475908212,0.6358079724986563,0.6744415797209722,0.5897849851007623
392,Can't Stop!!,76,977,MASTER+,29,0.6263928511799777,0.6297320644322983,0.6563005872659842,0.6089708689939544
393,クレイジークレイジー,368,983,LEGACY,29,0.6786288897065733,0.6673015735590148,0.663261256971351,0.5818055886236236
394,アンデッド・\nダンスロック,372,888,LEGACY,29,0.616094818222479,0.6747172704619526,0.6368602645198396,0.6580250463229198
395,ドレミファクトリー !,371,871,LEGACY,28,0.6277125013231724,0.6312952422828589,0.6752652449699148,0.5839867764288231
396,O-Ku-Ri-Mo-No \nSunday!,383,794,MASTER,26,0.6544652267895757,0.649105882773284,0.6579488004001661,0.6269539275059413
397,はにかみdays,201,471,MASTER,23,0.6363403653009296,0.6452244357109518,0.6361897878363528,0.576410534399422
398,LIFE,813,672,MASTER,25,0.6298547787909479,0.637031408308004,0.6838905775075981,0.6303824721377902
399,きゅん・きゅん・\nまっくす,384,689,MASTER,25,0.6288278829426955,0.635621570988893,0.6571349164685173,0.606285190789405
400,君への詩,374,753,MASTER+,28,0.6218153391163481,0.6638222523617127,0.6412176353686914,0.6258653329942645
401,恋色エナジー,74,777,MASTER+,28,0.6181257245087047,0.6364723385999999,0.6465127741723495,0.5837144135016475
402,Trust me,375,998,MASTER+,30,0.6367344618314659,0.6707741724583928,0.6427038474111358,0.5862078767464026
403,青の一番星,75,925,MASTER+,29,0.6260302856047546,0.678397546482654,0.6824611845888451,0.6497220624880209
404,Sunshine See May,376,664,MASTER+,29,0.612556609416388,0.6466290694693657,0.6577373323079545,0.6031573100914289
405,気持ちいいよね　\n一等賞 !,73,986,MASTER+,29,0.6275085235855178,0.6122595773452456,0.6516047358048143,0.608663127760277
406,君への詩,374,692,LEGACY,28,0.6276390767843226,0.6718115852908623,0.6417824785799193,0.6184151190915416
407,Trust me,375,995,LEGACY,30,0.6359456858761909,0.6710146477066188,0.6415766777148167,0.5856944295947843
408,Sunshine See May,376,664,LEGACY,29,0.612556609416388,0.6466290694693657,0.6577373323079545,0.6031573100914289
409,無重力シャトル,385,724,MASTER,26,0.6456447631362411,0.6544610320912195,0.667587476979743,0.6455468045922966
410,AnemoneStar,202,649,MASTER,26,0.6573123955020808,0.6504278267711361,0.6296648417095576,0.5984110852484447
411,Max Beat,386,698,MASTER,26,0.6425653843809055,0.6643093743014483,0.6313885671320292,0.613200837245218
412,青空エール,387,582,MASTER,25,0.6263556822890006,0.6571860300748208,0.6459749945163406,0.6071019473081325
413,♡桃色片想い♡,814,604,MASTER,25,0.646399887276313,0.6232680475318203,0.6704710910713436,0.5983749001925693
414,炎の華,94,583,MASTER,24,0.6563020814325503,0.6577618821697498,0.6479082271936539,0.5938955999172775
415,Palette,377,950,MASTER+,29,0.6632325494587546,0.6686823441582699,0.6475550578574107,0.5805151175811888
416,ラヴィアンローズ,77,877,MASTER+,28,0.6053842483644288,0.6460612824183041,0.6597281189095664,0.6137137404271502
417,義勇忍侠花吹雪,379,924,MASTER+,29,0.6521905989991111,0.6517300666236849,0.6648552393233255,0.5865647355009068
418,in fact,78,516,MASTER+,26,0.6139699818571664,0.672521853867722,0.6358238495794158,0.625103084281709
419,スパイスパラダイス,380,888,MASTER+,28,0.6419717589930373,0.6394958788575822,0.6696057759887573,0.5839083764615686
420,ミラクルテレパシー,79,998,MASTER+,29,0.6530792080615146,0.643698745007747,0.6399323469634317,0.5744822979291943
421,Palette,377,948,LEGACY,29,0.6647065864679669,0.6681479486488932,0.646976090014066,0.5806924619205812
422,義勇忍侠花吹雪,379,918,LEGACY,29,0.6502727174400114,0.6507362598309628,0.667423785905222,0.5859948392280485
423,スパイスパラダイス,380,883,LEGACY,28,0.6399042593351181,0.6398239399853831,0.6701043348353075,0.5826365629743869
424,TAKAMARI☆\nCLIMAXXX!!!!!,388,885,MASTER,27,0.629723123772891,0.6407821452898994,0.6564891613575367,0.5902151700925607
425,Stage Bye Stage,389,548,MASTER,25,0.6508515815085157,0.6370036755189725,0.6693585960552875,0.6368742558368279
426,タッタ,806,764,MASTER,26,0.6299431881474888,0.6551000705506678,0.6483234933719518,0.6085923285433144
427,Hello Especially,815,506,MASTER,24,0.6022762313234102,0.6340930115213185,0.6768424298489052,0.633672525439408
428,バベル,390,701,MASTER,27,0.6287876488501726,0.672494207869205,0.6650074361853893,0.6106777551825652
429,Starry-Go-Round,373,994,MASTER+,30,0.63758437147709,0.6518543887438114,0.6729026642122247,0.6165360960086769
430,恋のHamburg♪,80,944,MASTER+,29,0.6480646712345252,0.6455854068998692,0.6781914893617038,0.6014845534319045
431,Needle Light,378,888,MASTER+,29,0.6409334866781684,0.6548303622771716,0.6481215257811007,0.5795156858986659
432,共鳴世界の存在論,81,997,MASTER+,30,0.6092746324078633,0.6676056538409566,0.6389380908683514,0.5666645326049078
433,O-Ku-Ri-Mo-No \nSunday!,383,999,MASTER+,30,0.6485918542656145,0.6480949034140538,0.6424154651105024,0.6244542414755199
434,Radio Happy,82,999,MASTER+,29,0.6258741010514067,0.6322634691429032,0.6640683236427923,0.6218275012601269
435,Starry-Go-Round,373,980,LEGACY,30,0.6398899985526131,0.6532783326096403,0.6702127659574477,0.6119554204660593
436,Needle Light,378,888,LEGACY,29,0.6409334866781684,0.6548303622771716,0.6481215257811007,0.5795156858986659
437,O-Ku-Ri-Mo-No \nSunday!,383,998,LEGACY,29,0.6479625918503688,0.647962591850369,0.6418510780426118,0.6235876007333835
438,夏恋 -NATSU KOI-,391,658,MASTER,25,0.6691241458104291,0.6548966349781193,0.6564056133997273,0.5937830089029719
439,LOVE☆ハズカム,95,518,MASTER,25,0.6513048002409704,0.6584243818286369,0.6633533229277906,0.6543169309126757
440,全力☆Summer!,816,757,MASTER,27,0.6634063164600857,0.6692149863683646,0.677927991230783,0.6296785557023333
441,comic cosmic,392,778,MASTER,26,0.674032343342633,0.6653722036864862,0.6381155536108242,0.6169665809768645
442,TRUE COLORS,393,659,MASTER,26,0.6386207341878397,0.6446474886729291,0.6697230921555324,0.6040745165143825
443,ステップ !,203,637,MASTER,26,0.6207065477582185,0.6240466726788908,0.6523263970072473,0.6102408230067794
444,ステップ＆スキップ,394,562,MASTER,26,0.6178541682441128,0.6625274475656842,0.6673228843290165,0.600060573938063
445,Fascinate,381,983,MASTER+,30,0.6479657727466226,0.6719190782306312,0.6503466735929245,0.5972453698693408
446,未完成の歴史,382,759,MASTER+,28,0.6396994926134625,0.6381109896373554,0.6443715601902481,0.5969967949616425
447,無重力シャトル,385,981,MASTER+,29,0.6444429985324006,0.6457443193730533,0.6669269308347989,0.6338878406026578
448,Fascinate,381,964,LEGACY,30,0.6478620405520741,0.6697860569141594,0.648818457373239,0.5984226479503271
449,未完成の歴史,382,744,LEGACY,28,0.6382978723404265,0.6372492945931527,0.6408716540837349,0.6009303744375808
450,無重力シャトル,385,974,LEGACY,29,0.6417201858243421,0.6442687171421504,0.668807432973628,0.6340745918709147
451,紅,818,988,MASTER,28,0.65373130042783,0.6862491744910563,0.6652884256467697,0.5888391190742828
452,ハミングがきこえる,819,514,MASTER,24,0.6053205287413419,0.6272594309683474,0.6410574826834445,0.5908325744404892
453,はじめてのチュウ,820,415,MASTER,23,0.6304366401777326,0.6635905323421347,0.6644450140989491,0.6111253524737247
454,YELLOW YELLOW \nHAPPY,822,505,MASTER,24,0.6238325960255598,0.6620321606628748,0.6610490836317675,0.6204620462046205
455,HIGH PRESSURE,823,667,MASTER,25,0.6899741618552422,0.6883792146479946,0.6387231915956909,0.5877912107775887
456,Gossip Club,395,851,MASTER,27,0.6478819244776706,0.6499654140727236,0.6815511163337262,0.5904609512380111
457,亜麻色の髪の乙女,817,471,MASTER,22,0.6223366610953007,0.6166147174413881,0.6629925765309967,0.5947809850777733
458,大きな古時計,827,445,MASTER,25,0.6440353813052838,0.6277791059048535,0.6298509841421628,0.5861821659096343
459,君の青春は\n輝いているか,824,423,MASTER,23,0.6589205774357431,0.6371242224569525,0.7011719732407831,0.6206931240883258
460,RAGE OF DUST,825,800,MASTER,27,0.6417553191489379,0.6535460992907811,0.663120567375888,0.6174645390070935
461,風になりたい,826,635,MASTER,26,0.6367342380074822,0.6515887641704348,0.6854302786619746,0.6570614843357339
462,しゅがーはぁと☆\nレボリューション,97,819,MASTER,27,0.6311104183444622,0.6602932134847045,0.6544912927891667,0.5964720858337887
463,きゅん・きゅん・\nまっくす,384,926,MASTER+,28,0.6438889144187628,0.6344683914648542,0.6819539543219539,0.6040623133128082
464,Max Beat,386,900,MASTER+,29,0.6436564223798276,0.6562647754137138,0.6446808510638316,0.574468085106384
465,TAKAMARI☆\nCLIMAXXX!!!!!,388,1000,MASTER+,30,0.6452482269503562,0.6561702127659584,0.6570212765957458,0.5971631205673775
466,きゅん・きゅん・\nまっくす,384,915,LEGACY,28,0.6439561291322728,0.6333372088516851,0.6809285741968005,0.6120993682905097
467,Max Beat,386,896,LEGACY,29,0.643759498480244,0.654999366767986,0.6464507345491407,0.5741831306990893
